,clickstream_userid,S0,S1,S2,S3,Model Score S0,Model Score S1,Model Score S2,Model Score S3
20d111ab667ccbf9e16046421d57c50f,20d111ab667ccbf9e16046421d57c50f,0,0,1,0,0.28,0.1,0.66,0.08
1a506e856aa5b3c5c35205b954f13e82,1a506e856aa5b3c5c35205b954f13e82,1,0,0,0,0.48,0.06,0.14,0.02
92824383cb36849069fcd2b0ccf2d5b1,92824383cb36849069fcd2b0ccf2d5b1,0,0,0,1,0.18,0.0,0.18,0.56
1fcf724d365424ca54b661aec4743b27,1fcf724d365424ca54b661aec4743b27,0,0,1,0,0.04,0.02,0.8,0.06
8a205a4be69eaafb08d00be03e050604,8a205a4be69eaafb08d00be03e050604,1,0,0,0,0.8,0.02,0.2,0.06
c5a2af6e2bcb999bb544633f10d28c16,c5a2af6e2bcb999bb544633f10d28c16,1,0,0,0,0.86,0.0,0.08,0.06
09694b377c330c9352672824d2c14726,09694b377c330c9352672824d2c14726,0,0,1,0,0.16,0.04,0.32,0.04
0272174903ef78ca26621f71672f3246,0272174903ef78ca26621f71672f3246,0,0,0,1,0.06,0.04,0.16,0.78
1731ba1e4469cfe66940090e643ea12e,1731ba1e4469cfe66940090e643ea12e,0,0,0,1,0.12,0.02,0.12,0.72
85da1bc8f7cb8984d55e2fadac3a5fac,85da1bc8f7cb8984d55e2fadac3a5fac,1,0,0,0,0.78,0.0,0.1,0.04
cee04b93237d60334b8d300dfdc2666e,cee04b93237d60334b8d300dfdc2666e,0,0,1,0,0.16,0.0,0.86,0.02
403dc604a33a0745050fec1395f60af3,403dc604a33a0745050fec1395f60af3,0,0,1,0,0.12,0.02,0.84,0.0
e4ffd71025107ce93a11c65c97224279,e4ffd71025107ce93a11c65c97224279,0,0,1,0,0.14,0.06,0.86,0.06
dad9f9fafa95e805caee785e1bc65e11,dad9f9fafa95e805caee785e1bc65e11,1,0,0,0,0.72,0.08,0.3,0.02
f1a3c28fde1843b8952645df2d297bb9,f1a3c28fde1843b8952645df2d297bb9,0,1,0,0,0.32,0.66,0.14,0.0
7b30323ef7016976fdbe5bcd84d4bb90,7b30323ef7016976fdbe5bcd84d4bb90,0,1,0,0,0.1,0.68,0.1,0.06
ccfa0905f2b5605dc110a0366a8bd90d,ccfa0905f2b5605dc110a0366a8bd90d,0,0,1,0,0.14,0.0,0.7,0.06
8741d3c360ffe4082389915d3993d065,8741d3c360ffe4082389915d3993d065,0,0,1,0,0.16,0.04,0.7,0.02
4aafe443c4c498abbc2838724d8fc802,4aafe443c4c498abbc2838724d8fc802,0,0,1,0,0.06,0.06,0.76,0.04
d069ae1b1e1b5f040c5f567ae8abfb05,d069ae1b1e1b5f040c5f567ae8abfb05,1,0,0,0,0.7,0.06,0.12,0.02
b802876aca9463a9b89736a1528bf135,b802876aca9463a9b89736a1528bf135,1,0,0,0,0.8,0.08,0.16,0.02
01e24d303fb7f8a847767460391d0b52,01e24d303fb7f8a847767460391d0b52,0,0,0,1,0.06,0.0,0.12,0.76
659c345029f7617c4d5fdc702957f840,659c345029f7617c4d5fdc702957f840,0,0,0,1,0.05333333333333333,0.0,0.34,0.08
05718b142620667c78775e6c72f80217,05718b142620667c78775e6c72f80217,0,0,1,0,0.08,0.04,0.7,0.04
a5819f80cafc904a681c2fe082fab06c,a5819f80cafc904a681c2fe082fab06c,1,0,0,0,0.36,0.0,0.24,0.04
80c2165dd1210babf66623cfd0620881,80c2165dd1210babf66623cfd0620881,0,0,1,0,0.12,0.02,0.8,0.02
168827ae14823d62c37915cb1115c2b4,168827ae14823d62c37915cb1115c2b4,1,0,0,0,0.72,0.02,0.06,0.08
cc1a0b47f2bcf34cee58f04c8ab7ec98,cc1a0b47f2bcf34cee58f04c8ab7ec98,1,0,0,0,0.82,0.04,0.22,0.04
8c91cf4cc2166f5c08ff6f5bbb2f77ea,8c91cf4cc2166f5c08ff6f5bbb2f77ea,0,0,1,0,0.26,0.02,0.74,0.1
f5185d87ee7b6b412273dd1f69eb667d,f5185d87ee7b6b412273dd1f69eb667d,0,0,1,0,0.58,0.06,0.38,0.04
1a44182814163b741b27daadedbe5ea0,1a44182814163b741b27daadedbe5ea0,0,1,0,0,0.12,0.72,0.16,0.1
7bd9d3cf30a1725c1ae52c6de3ee42ad,7bd9d3cf30a1725c1ae52c6de3ee42ad,0,0,1,0,0.18,0.06,0.72,0.04
6647a35cfc35bc75b7748c3c87eea5f8,6647a35cfc35bc75b7748c3c87eea5f8,0,1,0,0,0.08,0.58,0.12,0.08
1919301ced2c35b5b4c13692150b3483,1919301ced2c35b5b4c13692150b3483,1,0,0,0,0.76,0.06,0.12,0.02
b2bb8548192b5f2906be45e262fb9bde,b2bb8548192b5f2906be45e262fb9bde,1,0,0,0,0.82,0.04,0.3,0.06
48952bdca90dc3a096b0edec7b77ca28,48952bdca90dc3a096b0edec7b77ca28,1,0,0,0,0.68,0.06,0.12,0.06
144b95b5ac3c71f9e4ff05dec70aade4,144b95b5ac3c71f9e4ff05dec70aade4,1,0,0,0,0.76,0.12,0.1,0.0
8be382aff1416cf71800c8749b4d3b1f,8be382aff1416cf71800c8749b4d3b1f,0,0,1,0,0.18,0.02,0.66,0.0
fce37a0cb5e506588788c0ba81be8207,fce37a0cb5e506588788c0ba81be8207,0,0,1,0,0.24,0.0,0.8,0.04
38ebe60db7fe59da6edfe539ed97168d,38ebe60db7fe59da6edfe539ed97168d,0,0,1,0,0.18,0.02,0.9,0.04
29471448c3326f547e57a71f6038ed24,29471448c3326f547e57a71f6038ed24,1,0,0,0,0.78,0.12,0.28,0.02
98481ad5b797c2170181bbfad414941e,98481ad5b797c2170181bbfad414941e,0,0,1,0,0.14,0.0,0.76,0.04
91969e6944e47494bb7584195cc04ab9,91969e6944e47494bb7584195cc04ab9,1,0,0,0,0.76,0.02,0.16,0.0
c3acc0c5da8ad687ec9149d788d3df13,c3acc0c5da8ad687ec9149d788d3df13,1,0,0,0,0.8,0.0,0.14,0.06
4d8ef168cb2d4ef14ab011ab5010a50b,4d8ef168cb2d4ef14ab011ab5010a50b,0,0,1,0,0.08,0.06,0.7,0.0
b5ce577a3e2fe6c04d007263d83edb35,b5ce577a3e2fe6c04d007263d83edb35,0,0,1,0,0.1,0.02,0.72,0.04
4c320d72b10273dd046e3eded09af803,4c320d72b10273dd046e3eded09af803,0,1,0,0,0.2,0.64,0.12,0.04
a5d92af2af8d7c66d582f72ad8a83480,a5d92af2af8d7c66d582f72ad8a83480,0,0,1,0,0.14,0.08,0.74,0.08
8c16ab9863a3a90fae580fe925703d19,8c16ab9863a3a90fae580fe925703d19,0,0,1,0,0.18,0.04,0.8,0.1
383e6f8d8a01d7966e2da5dea063d8de,383e6f8d8a01d7966e2da5dea063d8de,0,1,0,0,0.18,0.76,0.1,0.14
9b06c9e89c41aad16b4a7b773bea0dfe,9b06c9e89c41aad16b4a7b773bea0dfe,1,0,0,0,0.7,0.0,0.18,0.04
fc9b250ff4735c777f695b5fd3ce3642,fc9b250ff4735c777f695b5fd3ce3642,1,0,0,0,0.28,0.08,0.1,0.02
4edd8a271be9c5b79d6304b68f6644d1,4edd8a271be9c5b79d6304b68f6644d1,0,0,0,1,0.14,0.0,0.14,0.64
54997563dab00bbd01663574897ae8ab,54997563dab00bbd01663574897ae8ab,0,0,0,1,0.14,0.1,0.12,0.16
d532217c4e817b76dc8aaa3f8509f22a,d532217c4e817b76dc8aaa3f8509f22a,0,0,1,0,0.1,0.1,0.78,0.1
76039e279e80004603bdaa03056fd72a,76039e279e80004603bdaa03056fd72a,0,0,1,0,0.08,0.08,0.78,0.04
c0bb3dfa79f7bbd7ecd87662156c9100,c0bb3dfa79f7bbd7ecd87662156c9100,0,0,1,0,0.06,0.08,0.78,0.02
f80df8ac742bf69a4156b632f7f0a0b3,f80df8ac742bf69a4156b632f7f0a0b3,0,0,1,0,0.18,0.0,0.76,0.02
165a400b1eab4543c32ed4ca06541d12,165a400b1eab4543c32ed4ca06541d12,0,0,1,0,0.3,0.06,0.76,0.08
9d547a7c54a9bbff76d29b09f7c87edf,9d547a7c54a9bbff76d29b09f7c87edf,0,0,1,0,0.22,0.06,0.66,0.04
bff8392e055bffb04b6b42551c935384,bff8392e055bffb04b6b42551c935384,0,0,1,0,0.08,0.04,0.34,0.04
1769c76a495a3c0578f7b1ae42aabe1a,1769c76a495a3c0578f7b1ae42aabe1a,0,1,0,0,0.08,0.62,0.08,0.06
622cfc09436c60a3f24d47c8773edc41,622cfc09436c60a3f24d47c8773edc41,1,0,0,0,0.76,0.06,0.18,0.02
ffc4a44aecf6ba37b059eb4165a0f008,ffc4a44aecf6ba37b059eb4165a0f008,0,0,1,0,0.14,0.02,0.6,0.06
6bc6f668a608ee2253d6e3a9b70ac22c,6bc6f668a608ee2253d6e3a9b70ac22c,0,0,1,0,0.08,0.08,0.76,0.04
efc1fc0fd03fb28eb742ef1791a73f2d,efc1fc0fd03fb28eb742ef1791a73f2d,0,0,1,0,0.14,0.1,0.8,0.04
80665dedf965a5a3220dd937a79d1234,80665dedf965a5a3220dd937a79d1234,0,1,0,0,0.22,0.74,0.16,0.06
927951d139f3ce4840977133cec53d4a,927951d139f3ce4840977133cec53d4a,0,0,1,0,0.06,0.1,0.72,0.06
ae277b18beb4261d77ac9150a4d6e4db,ae277b18beb4261d77ac9150a4d6e4db,0,0,1,0,0.44,0.08,0.76,0.06
e65bcdefe5340228f1e51485858aa55d,e65bcdefe5340228f1e51485858aa55d,0,1,0,0,0.16,0.64,0.1,0.0
14e7d9fadc5a3d25a440044897a09398,14e7d9fadc5a3d25a440044897a09398,0,0,0,1,0.1,0.06,0.12,0.64
c37c45bebfa525ad64dab073d35a70d9,c37c45bebfa525ad64dab073d35a70d9,1,0,0,0,0.78,0.02,0.4,0.02
9717754ef0b6cfe9d2e334db116b4d4a,9717754ef0b6cfe9d2e334db116b4d4a,1,0,0,0,0.7,0.04,0.14,0.02
82f252d221a332d3945ccc6300a3e725,82f252d221a332d3945ccc6300a3e725,0,0,0,1,0.36,0.0,0.12,0.7
b5a59926df671cb6db4eee54c784fa12,b5a59926df671cb6db4eee54c784fa12,0,0,1,0,0.14,0.0,0.86,0.02
0b0f253a8fcf9f8d8d06632832f70afb,0b0f253a8fcf9f8d8d06632832f70afb,0,1,0,0,0.12,0.7,0.14,0.02
e078bb34e61cb8b9268dac5d48a27903,e078bb34e61cb8b9268dac5d48a27903,1,0,0,0,0.72,0.02,0.32,0.02
c2167b6b371341a078c8d5b78d1ea5ae,c2167b6b371341a078c8d5b78d1ea5ae,0,0,1,0,0.14,0.0,0.82,0.12
87873d5a6b53024c502bcb2fad10351d,87873d5a6b53024c502bcb2fad10351d,1,0,0,0,0.8,0.06,0.32,0.06
3292ad4719aaef4a6deffd736d1fe982,3292ad4719aaef4a6deffd736d1fe982,1,0,0,0,0.82,0.02,0.14,0.04
966d1535200077c19def713d2fb575b8,966d1535200077c19def713d2fb575b8,0,0,0,1,0.18,0.02,0.16,0.54
2a5e734826bc5fdb1c1dc476c0028fcf,2a5e734826bc5fdb1c1dc476c0028fcf,0,0,1,0,0.28,0.06,0.8,0.02
a1068dda92f5c577daf0c42567390a01,a1068dda92f5c577daf0c42567390a01,1,0,0,0,0.72,0.02,0.46,0.04
da80713f90368189e80038808fe5819e,da80713f90368189e80038808fe5819e,1,0,0,0,0.7,0.04,0.3,0.04
d37d2486b4aaa2de4bfa056243808cc3,d37d2486b4aaa2de4bfa056243808cc3,0,1,0,0,0.12,0.56,0.44,0.04
9618d1266a3eb4f5b82e0ffdd32abfc6,9618d1266a3eb4f5b82e0ffdd32abfc6,0,0,1,0,0.1,0.02,0.84,0.02
9d0c0b82031c7bb892f260f06e61b860,9d0c0b82031c7bb892f260f06e61b860,1,0,0,0,0.86,0.02,0.22,0.0
0ea750ed139957d538d8dceaa9ded69a,0ea750ed139957d538d8dceaa9ded69a,1,0,0,0,0.72,0.02,0.12,0.04
670686b9042f4aa3b06d56d890384006,670686b9042f4aa3b06d56d890384006,1,0,0,0,0.74,0.04,0.08,0.06
1e2d02cd968daea921d7208d42f72d8b,1e2d02cd968daea921d7208d42f72d8b,0,0,1,0,0.12,0.08,0.76,0.1
130ee8c3cfc4eb9f088d8848a10b6033,130ee8c3cfc4eb9f088d8848a10b6033,0,0,1,0,0.08,0.04,0.9,0.08
9b3a812123a69f317b9643dfb9eca446,9b3a812123a69f317b9643dfb9eca446,0,0,0,1,0.18666666666666665,0.03571428571428572,0.10995238095238095,0.64
065bfa905ec3cbce72b9b8555b3fbc72,065bfa905ec3cbce72b9b8555b3fbc72,0,0,1,0,0.12,0.04,0.42,0.04
a20cf6873ae0ebc4bff96736863f47cc,a20cf6873ae0ebc4bff96736863f47cc,0,0,1,0,0.12,0.0,0.86,0.1
69c38ddf3f41ff9e0039bb9234397cd4,69c38ddf3f41ff9e0039bb9234397cd4,0,0,0,1,0.1,0.04,0.12,0.72
a2686d6b39b88ba81fca295860657e80,a2686d6b39b88ba81fca295860657e80,0,1,0,0,0.12,0.64,0.2,0.1
52504c2a28c702bc72f483610b85661d,52504c2a28c702bc72f483610b85661d,0,0,1,0,0.14,0.02,0.76,0.04
d19239cfaac90fa7e282ac959d284f69,d19239cfaac90fa7e282ac959d284f69,0,0,1,0,0.06,0.02,0.46,0.08
d2a9aaa58c628c0d071badb34db205f8,d2a9aaa58c628c0d071badb34db205f8,0,0,1,0,0.28,0.04,0.72,0.08
5641e2495409464924091edc64e6a468,5641e2495409464924091edc64e6a468,0,0,0,1,0.1,0.1,0.1,0.72
2d229aa86d257cc48633042d248944ef,2d229aa86d257cc48633042d248944ef,0,0,1,0,0.16,0.04,0.74,0.1
5f5a4f4ad3734b17b24c191b1f52abbc,5f5a4f4ad3734b17b24c191b1f52abbc,0,0,1,0,0.18,0.12,0.84,0.06
7c1f50670d608699fec82966a097d310,7c1f50670d608699fec82966a097d310,0,0,1,0,0.16,0.06,0.78,0.0
50cc9c7bfeb45c88bf12fea3bcf4f4f4,50cc9c7bfeb45c88bf12fea3bcf4f4f4,0,0,0,1,0.32,0.1,0.08,0.62
2f0490a6b0585f7ab450f4a5119428eb,2f0490a6b0585f7ab450f4a5119428eb,0,0,1,0,0.16,0.08,0.76,0.16
5efd411ccf331f673330d3e90267babe,5efd411ccf331f673330d3e90267babe,0,1,0,0,0.14,0.8,0.2,0.02
e7f4e8df55f50ac565026ee075f00448,e7f4e8df55f50ac565026ee075f00448,0,0,1,0,0.06,0.14,0.86,0.12
30248736034369b4571dfbc0ed1dda20,30248736034369b4571dfbc0ed1dda20,0,0,0,1,0.08,0.02,0.14,0.74
f22486d8301f50f239ab2b451107ff0b,f22486d8301f50f239ab2b451107ff0b,0,0,1,0,0.18,0.04,0.76,0.02
f2c1d68f0df28fdbd98e0f21b4b5ff64,f2c1d68f0df28fdbd98e0f21b4b5ff64,1,0,0,0,0.78,0.12,0.4,0.04
1d24b77cab18ec84ece4decfc6fd6176,1d24b77cab18ec84ece4decfc6fd6176,1,0,0,0,0.68,0.04,0.22,0.04
1cf348adaac12175d649fa4a7a1b0800,1cf348adaac12175d649fa4a7a1b0800,1,0,0,0,0.74,0.04,0.06,0.04
09633c21fece6b58ebf17a8a057321bb,09633c21fece6b58ebf17a8a057321bb,1,0,0,0,0.88,0.0,0.16,0.0
978c90cdea19b0c2adc3dfccc429d9ef,978c90cdea19b0c2adc3dfccc429d9ef,1,0,0,0,0.28,0.0,0.16,0.06
ef1bd5b4349dd0d067bba3e14e769a27,ef1bd5b4349dd0d067bba3e14e769a27,1,0,0,0,0.76,0.14,0.14,0.04
c1f2ed622c58b27936c7ddebca7e9076,c1f2ed622c58b27936c7ddebca7e9076,0,0,1,0,0.14,0.04,0.74,0.08
367dfecad4a36f0ee763d514bc11b144,367dfecad4a36f0ee763d514bc11b144,0,0,0,1,0.14,0.04,0.14,0.66
3acfdf0b8a7082aedb5ad1dcb2ebdefb,3acfdf0b8a7082aedb5ad1dcb2ebdefb,0,0,1,0,0.24,0.04,0.78,0.1
85dd44cd204f730d03340036b6832823,85dd44cd204f730d03340036b6832823,1,0,0,0,0.86,0.06,0.08,0.04
b3036880d0414c722ffe4f16b14ece3b,b3036880d0414c722ffe4f16b14ece3b,1,0,0,0,0.88,0.08,0.1,0.12
b230411eb9ba90bf7c161bd10e4b2bd3,b230411eb9ba90bf7c161bd10e4b2bd3,1,0,0,0,0.72,0.04,0.12,0.06
fee221bb93c0bdca3dfac877ff06536c,fee221bb93c0bdca3dfac877ff06536c,0,0,1,0,0.18,0.04,0.68,0.16
4d261be50f10df0d93f6a63ef7d2f763,4d261be50f10df0d93f6a63ef7d2f763,1,0,0,0,0.8,0.08,0.04,0.0
a5e5cd6ded988c0f6f4d53e9c2698d3c,a5e5cd6ded988c0f6f4d53e9c2698d3c,1,0,0,0,0.8,0.0,0.06,0.06
07963695b501b2f3794ac7545e80cd00,07963695b501b2f3794ac7545e80cd00,0,0,1,0,0.24,0.04,0.86,0.06
c1c76709ea12e9a67c281db5a6424cd8,c1c76709ea12e9a67c281db5a6424cd8,1,0,0,0,0.72,0.04,0.16,0.1
3c59f980365fd45ce78dcf8c2d29de48,3c59f980365fd45ce78dcf8c2d29de48,1,0,0,0,0.74,0.06,0.16,0.1
7ac1b453b8d2d7ef3fd221d89dec3a49,7ac1b453b8d2d7ef3fd221d89dec3a49,0,0,1,0,0.04,0.1,0.74,0.08
401933dfa9c0729ae08b5b157e32b519,401933dfa9c0729ae08b5b157e32b519,1,0,0,0,0.74,0.02,0.08,0.02
24ab45a5dbdd5c0b5c37dcc78f1bafe0,24ab45a5dbdd5c0b5c37dcc78f1bafe0,0,0,1,0,0.06,0.08,0.72,0.04
a2f3ce90a59bf8664e98a53776ffabea,a2f3ce90a59bf8664e98a53776ffabea,0,0,0,1,0.1,0.04,0.2,0.72
6127294c8fe42b1234a0f5e938b14e9c,6127294c8fe42b1234a0f5e938b14e9c,0,0,1,0,0.44,0.02,0.74,0.04
a663d44ba4408b2ac000bc98733698fd,a663d44ba4408b2ac000bc98733698fd,1,0,0,0,0.72,0.04,0.12,0.02
7126d8c2f5688d3229675eee472c8a03,7126d8c2f5688d3229675eee472c8a03,1,0,0,0,0.74,0.16,0.18,0.04
9669541f9c4214f8aef006bfe04c66b2,9669541f9c4214f8aef006bfe04c66b2,0,1,0,0,0.4,0.68,0.2,0.1
cd66eec5dd991eca3a73fe45b6fb5f72,cd66eec5dd991eca3a73fe45b6fb5f72,0,1,0,0,0.14,0.08,0.16,0.12
26da84bf03cb63eefc5286a16fe532c0,26da84bf03cb63eefc5286a16fe532c0,1,0,0,0,0.4,0.0,0.18,0.08
e19e0f662f35932a38985642b6978167,e19e0f662f35932a38985642b6978167,1,0,0,0,0.38,0.02,0.16,0.06
bb9ff9ec0bfa655e85283578fac70094,bb9ff9ec0bfa655e85283578fac70094,0,0,1,0,0.14,0.02,0.74,0.04
367d752748aeb4571d1116ed734cc7a2,367d752748aeb4571d1116ed734cc7a2,0,0,1,0,0.18,0.02,0.72,0.02
aef1b3ad8f11c2470ad36a6eb965dfbc,aef1b3ad8f11c2470ad36a6eb965dfbc,0,0,1,0,0.08,0.04,0.38,0.04
6ce4830bd64ca8ecb9ad6bdeb46f0235,6ce4830bd64ca8ecb9ad6bdeb46f0235,1,0,0,0,0.72,0.04,0.04,0.04
4db2f3be2f91d37c6380aef816107954,4db2f3be2f91d37c6380aef816107954,0,0,1,0,0.18,0.0,0.72,0.0
f6dfb035d620bcf4a53d8ce22a6ac46c,f6dfb035d620bcf4a53d8ce22a6ac46c,1,0,0,0,0.9,0.0,0.16,0.02
209b84915b430b9b5478890062093fb2,209b84915b430b9b5478890062093fb2,0,0,1,0,0.2,0.1,0.42,0.04
46fbab802a645d778497e9d289130277,46fbab802a645d778497e9d289130277,0,0,1,0,0.14,0.08,0.78,0.02
893f69781272a5ca75e3e439567b801f,893f69781272a5ca75e3e439567b801f,1,0,0,0,0.64,0.06,0.18,0.02
6fdbc4f4e7542ae10e6f825e1dcfd55d,6fdbc4f4e7542ae10e6f825e1dcfd55d,0,0,1,0,0.16,0.04,0.42,0.06
6665692d95594e3d8ea0ab3d3a9b742a,6665692d95594e3d8ea0ab3d3a9b742a,1,0,0,0,0.8,0.02,0.22,0.06
4288633a8f1a93f9f531056a943bb0ae,4288633a8f1a93f9f531056a943bb0ae,1,0,0,0,0.92,0.06,0.1,0.08
053e300c9ebd0ffec3f327979b790951,053e300c9ebd0ffec3f327979b790951,1,0,0,0,0.86,0.02,0.14,0.02
98ee24ec57b60947d87e369590e099e2,98ee24ec57b60947d87e369590e099e2,1,0,0,0,0.76,0.06,0.18,0.04
ac0c268b393d117edbd67c51056c1b56,ac0c268b393d117edbd67c51056c1b56,1,0,0,0,0.74,0.04,0.1,0.06
f60030c0bdc5b34c42d1fef5e1629aec,f60030c0bdc5b34c42d1fef5e1629aec,0,0,1,0,0.14,0.04,0.78,0.02
c4c81237392a33117f95f27df76ac2b8,c4c81237392a33117f95f27df76ac2b8,1,0,0,0,0.74,0.02,0.22,0.04
3352a3ce1ad09d0a29cb1eaa7e645d38,3352a3ce1ad09d0a29cb1eaa7e645d38,0,1,0,0,0.22,0.62,0.2,0.02
1b5e34fbd170776a0f9bac62321fee82,1b5e34fbd170776a0f9bac62321fee82,1,0,0,0,0.76,0.14,0.14,0.04
32dcacd05ec2bdcfaf1491f1983ba7c3,32dcacd05ec2bdcfaf1491f1983ba7c3,1,0,0,0,0.74,0.12,0.14,0.02
03a4cdce5bfd0a63f2deee1149f30db2,03a4cdce5bfd0a63f2deee1149f30db2,0,0,1,0,0.1,0.16,0.78,0.04
ac83e3bbf7838c2dbec983416963c3ff,ac83e3bbf7838c2dbec983416963c3ff,0,0,1,0,0.12,0.02,0.84,0.02
b8aec5338f9399221b2245116c75f561,b8aec5338f9399221b2245116c75f561,0,0,1,0,0.36,0.12,0.68,0.18
4a55f25fd74cf7571255f57e968850a4,4a55f25fd74cf7571255f57e968850a4,1,0,0,0,0.66,0.02,0.12,0.06
5e92c598c4e0527a36d0e07aec323595,5e92c598c4e0527a36d0e07aec323595,1,0,0,0,0.8,0.06,0.32,0.08
5a4db7d92896853df5f536d25d56b113,5a4db7d92896853df5f536d25d56b113,0,1,0,0,0.06,0.62,0.12,0.04
b61151f13402b8722ee87aa7780f91c7,b61151f13402b8722ee87aa7780f91c7,0,0,1,0,0.12,0.04,0.3,0.02
44e197246196f4c5d5a2f51d964a98a4,44e197246196f4c5d5a2f51d964a98a4,0,0,0,1,0.14,0.0,0.08,0.7
ca860ae785a3c9ee78f001e100541f97,ca860ae785a3c9ee78f001e100541f97,0,0,1,0,0.18,0.02,0.88,0.04
c6ae9f8c71ea42ef773b522a54246a18,c6ae9f8c71ea42ef773b522a54246a18,0,1,0,0,0.12,0.72,0.1,0.02
2490bbf5ba07a67a72a9c329c7441e81,2490bbf5ba07a67a72a9c329c7441e81,0,1,0,0,0.2,0.56,0.1,0.04
3b4396915ed886275fd2bcf865e625cf,3b4396915ed886275fd2bcf865e625cf,0,0,1,0,0.06,0.08,0.74,0.04
20cce69c4e3496e76434fb8fdee1b0e2,20cce69c4e3496e76434fb8fdee1b0e2,1,0,0,0,0.8,0.06,0.14,0.08
38e028f96f4996142481e430c8eb1da7,38e028f96f4996142481e430c8eb1da7,1,0,0,0,0.78,0.06,0.16,0.06
84d01442c61787fdcc978161e3de51a8,84d01442c61787fdcc978161e3de51a8,1,0,0,0,0.64,0.04,0.12,0.0
59f9de03a7703d7406eac0aff6d36b6c,59f9de03a7703d7406eac0aff6d36b6c,0,1,0,0,0.12,0.64,0.2,0.04
f6cebeb4cce81c6647265feebbd81c15,f6cebeb4cce81c6647265feebbd81c15,0,0,1,0,0.18,0.04,0.82,0.02
296ad76e97cf3a86c55e57e1f3d4dadc,296ad76e97cf3a86c55e57e1f3d4dadc,1,0,0,0,0.84,0.02,0.12,0.04
34c8a0633c34586584d639420d95ef53,34c8a0633c34586584d639420d95ef53,0,0,1,0,0.16,0.02,0.86,0.04
41562c24cad922513ce2b8834c7cfd8b,41562c24cad922513ce2b8834c7cfd8b,1,0,0,0,0.82,0.08,0.16,0.08
dd845ec535841faacb1885f9fd940fe6,dd845ec535841faacb1885f9fd940fe6,1,0,0,0,0.72,0.14,0.16,0.06
97ad1354e65cf200e622644ead2ca2e4,97ad1354e65cf200e622644ead2ca2e4,0,0,1,0,0.14,0.06,0.78,0.04
70a1d65727da8819cac6087c9f524bc4,70a1d65727da8819cac6087c9f524bc4,0,0,1,0,0.42,0.02,0.92,0.0
012b3ffafd4322cfdb24a37e0f636594,012b3ffafd4322cfdb24a37e0f636594,1,0,0,0,0.7,0.02,0.5,0.02
75b5513846b85abd4d24b4d41a080999,75b5513846b85abd4d24b4d41a080999,0,0,0,1,0.06,0.02,0.16,0.26
3fe9be41e03f7116889305cc791936e6,3fe9be41e03f7116889305cc791936e6,0,0,1,0,0.14,0.04,0.74,0.04
7cb7c49f9d7ad2f84ace50a060e467ff,7cb7c49f9d7ad2f84ace50a060e467ff,1,0,0,0,0.3,0.12,0.16,0.0
6ac27181dab4fa7fe09aa49e4e268578,6ac27181dab4fa7fe09aa49e4e268578,1,0,0,0,0.8,0.06,0.08,0.06
09692c9c37f3e9aa2a40e2546bca0ac4,09692c9c37f3e9aa2a40e2546bca0ac4,0,0,1,0,0.12,0.08,0.7,0.06
960dfce7146d822df88f4a17473c993e,960dfce7146d822df88f4a17473c993e,1,0,0,0,0.7,0.06,0.08,0.04
61442b663991fd975544ae68d8112c55,61442b663991fd975544ae68d8112c55,0,0,1,0,0.16,0.08,0.62,0.12
7f0db2f53b9f6048219390807bc66700,7f0db2f53b9f6048219390807bc66700,0,0,1,0,0.08,0.08,0.72,0.04
3a5b9b8834c593c18bcd7a2b813e1ee9,3a5b9b8834c593c18bcd7a2b813e1ee9,0,1,0,0,0.2,0.66,0.1,0.08
7588bdc9faff6c99b6e24d78ab64491e,7588bdc9faff6c99b6e24d78ab64491e,0,0,1,0,0.1,0.04,0.8,0.04
b5997cb3c69fc11bc74203510c5161e1,b5997cb3c69fc11bc74203510c5161e1,0,0,1,0,0.18,0.04,0.68,0.08
9b8a91bdee8c5d983a5c971bd382d528,9b8a91bdee8c5d983a5c971bd382d528,0,0,1,0,0.12,0.06,0.74,0.0
a0a83b4cc69de74e53b6be41a74d2b2e,a0a83b4cc69de74e53b6be41a74d2b2e,0,0,1,0,0.12,0.04,0.78,0.08
42bd8de54aa0c5cf9de27f6a2149ded3,42bd8de54aa0c5cf9de27f6a2149ded3,0,1,0,0,0.12,0.72,0.18,0.2
203ec2f3e643447ad19ddc9eaa3f17dc,203ec2f3e643447ad19ddc9eaa3f17dc,1,0,0,0,0.38,0.08,0.2,0.06
85e76f85da3096807d5c86dac94b7640,85e76f85da3096807d5c86dac94b7640,0,0,1,0,0.26,0.14,0.82,0.06
21859195d8153069d5f040deb46b882c,21859195d8153069d5f040deb46b882c,1,0,0,0,0.78,0.02,0.16,0.1
0751cc513a0b873828e6d49ba2ccf53b,0751cc513a0b873828e6d49ba2ccf53b,0,0,1,0,0.08,0.08,0.34,0.12
ca0397d4eb10256e3fb9991e7fe9d518,ca0397d4eb10256e3fb9991e7fe9d518,0,0,1,0,0.04,0.02,0.3,0.02
9f63339d280d0b2b3aa189183faa5913,9f63339d280d0b2b3aa189183faa5913,0,0,0,1,0.06,0.1,0.08,0.76
3318c17c43d0f29d7738fce2e04febc9,3318c17c43d0f29d7738fce2e04febc9,0,0,1,0,0.16,0.04,0.86,0.1
ed02a9f7373877980963da543514006d,ed02a9f7373877980963da543514006d,0,0,0,1,0.14,0.12,0.16,0.7
